alaika,pala,asmenot,asmela,elkot,kumu,supu,rkyks,rkkot,raja,ahtas,filter_$
6,220,11700,51700,1,0,1,4.59999942779998,195000,0,2,1
1,62,12744,22844,1,0,2,2.69999980929995,92500,0,1,1
42,240,24000,24000,2,1,1,4.29999923709998,145500,0,2,1
34,150,2988,2988,2,1,2,2.39999961849997,104000,0,3,1
36,150,1620,1620,1,0,2,3.79999923709998,163000,0,1,1
65,80,3720,3720,-9999,0,2,1.69999980929995,58500,0,3,1
2,22,6276,6276,1,0,2,1,15000,1,1,1
0,60,10272,10272,2,1,2,1.69999980929995,42500,0,2,1
10,69,20040,20040,2,1,1,2.69999980929995,88000,0,2,1
26,86,7800,8360,1,1,1,2.39999961849997,95500,0,2,1
40,56,6000,6000,2,1,2,2.39999961849997,139000,0,2,1
2,12,3720,3720,2,1,2,.5,7000,0,1,1
5,75,17376,17376,1,0,2,2.69999980929995,88500,0,2,1
9,90,5736,7501,2,0,2,2.69999980929995,131000,0,2,1
5,103,3000,26500,2,0,1,2.69999980929995,106000,0,2,1
10,45,4680,18180,1,0,2,2.69999980929995,95000,0,2,1
13,92,1020,5420,3,0,1,1.69999980929995,55500,0,2,1
10,131,5160,8360,2,1,1,2.39999961849997,181500,0,3,1
10,86,4440,7470,2,1,1,2.89999961849997,138000,0,2,1
2,71,15072,15072,1,1,1,3.39999961849997,111000,0,1,1
14,119,7200,20700,2,0,1,2.39999961849997,132000,0,3,1
10,24,3000,3000,2,0,2,1,33000,0,2,1
0,40,4680,4680,3,0,1,1,51500,0,2,1
9,103,16068,16068,1,0,2,2.69999980929995,144000,0,2,1
5,39,3900,11400,3,0,2,1,50500,0,2,1
25,10,2520,2520,3,0,1,1,23500,0,1,1
16,52,4236,4236,1,0,2,1.69999980929995,72500,0,2,1
26,70,12000,12000,1,0,2,2.39999961849997,117000,0,2,1
5,95,7200,7200,3,0,1,2.39999961849997,114000,0,2,1
1,140,24000,24000,2,0,1,4.09999942779998,124500,0,2,1
10,70,10332,10332,2,0,1,1.69999980929995,53000,0,2,1
20,88,14004,14004,2,0,2,2.39999961849997,121000,0,2,1
0,60,5904,5904,2,0,2,1.69999980929995,81500,0,2,1
2,33,3108,11376,2,0,1,1.69999980929995,72000,0,1,1
6,116,8040,13040,2,0,1,2.69999980929995,148500,0,2,1
3,119,11124,40624,2,0,2,2.69999980929995,129500,0,2,1
38,50,4032,4032,1,0,1,1.69999980929995,65500,0,2,1
13,140,12000,15900,3,0,1,2.89999961849997,124500,0,2,1
11,84,19800,19800,1,0,1,3.89999961849997,132500,0,1,1
34,76,8400,8400,2,0,1,1.69999980929995,77000,0,2,1
2,83,4800,26800,2,0,2,3.09999942779998,119500,0,2,1
7,102,4140,10830,1,0,2,2.69999980929995,106000,0,2,1
8,120,5520,17820,1,0,1,3.39999961849997,145000,0,2,1
3,107,6108,44868,1,1,1,2.39999961849997,124000,0,2,1
1,62,14760,14760,1,0,2,2.19999980929995,91500,0,2,1
4,59,4680,4680,1,1,2,1.69999980929995,47000,0,2,1
57,65,240,240,2,1,1,3.59999942779998,45000,1,1,1
1,59,15192,15192,2,1,1,2.69999980929995,102000,0,1,1
3,46,10320,10320,2,1,2,1,48500,0,2,1
34,75,1200,1200,2,1,2,2.39999961849997,60000,0,2,1
30,50,6000,6000,2,0,1,1.69999980929995,71000,0,2,1
12,30,5640,5640,2,0,2,2.69999980929995,88500,0,1,1
5,70,6120,18120,1,0,1,2.19999980929995,135500,0,2,1
21,100,6240,6240,1,0,1,1.69999980929995,114000,0,3,1
5,95,6000,38500,1,0,2,3.59999942779998,143500,0,2,1
0,105,5160,25660,2,0,1,2.19999980929995,104500,0,2,1
12,112,5880,11880,1,0,2,2.89999961849997,107500,0,2,1
8,117,3960,47460,1,0,1,3.09999942779998,184500,0,2,1
6,35,2100,2100,2,0,2,2.19999980929995,77500,0,1,1
6,76,15348,15348,2,0,1,2.69999980929995,58500,1,2,1
7,56,4068,24468,1,0,1,3.39999961849997,146500,0,1,1
6,77,13200,16592,2,0,2,2.19999980929995,82000,0,2,1
12,125,7200,27200,1,0,1,2.69999980929995,179000,0,3,1
0,60,7200,7200,2,0,1,1,6500,1,2,1
20,120,4560,15560,2,1,1,1.69999980929995,85500,0,3,1
4,60,12960,12960,2,0,2,2.69999980929995,107500,0,1,1
30,100,3600,4600,1,0,1,1.69999980929995,99500,0,2,1
18,100,7200,7200,1,0,1,2.89999961849997,81000,0,2,1
40,90,3840,4740,1,0,1,1.69999980929995,48500,0,3,1
9,130,6240,18240,1,0,2,3.89999961849997,118500,0,2,1
20,80,9000,9000,2,1,1,2.39999961849997,114000,0,2,1
0,59,12276,12276,1,0,1,1.69999980929995,83500,0,2,1
37,42,600,600,1,1,2,1.69999980929995,42000,0,2,1
9,49,10320,10320,2,1,1,1.69999980929995,110000,0,2,1
26,97,5220,5220,1,1,2,1.69999980929995,72000,0,3,1
6,120,7860,7860,1,1,1,2.19999980929995,189000,0,2,1
4,170,3720,29020,1,1,2,2.69999980929995,115500,0,2,1
30,110,720,720,2,1,2,3.39999961849997,72000,1,2,1
23,90,9252,22252,1,0,1,2.19999980929995,154000,0,2,1
6,51,5160,5160,-9999,0,1,1.69999980929995,48500,0,2,1
12,107,3144,8744,1,0,1,2.89999961849997,155500,0,2,1
3,76,11616,14016,2,1,1,2.19999980929995,98000,0,2,1
5,66,7560,52560,1,1,2,1.69999980929995,158500,0,2,1
2,58,15312,15312,1,1,1,1.69999980929995,111500,0,2,1
31,121,2424,2424,2,1,1,3.09999942779998,101500,0,2,1
15,100,876,6401,2,1,2,3.39999961849997,111000,0,2,1
24,80,7800,18550,2,0,2,2.39999961849997,106000,0,2,1
5,138,19200,89200,1,1,1,3.39999961849997,78500,0,2,1
24,61,11400,11400,2,1,1,2.19999980929995,65500,0,2,1
24,25,2400,2400,2,1,2,1,27500,0,2,1
37,70,5820,5820,2,1,2,1.69999980929995,64000,0,3,1
20,150,18000,18000,1,1,1,4.49999904629995,186000,0,2,1
5,137,960,19960,2,1,1,2.89999961849997,114500,0,2,1
4,56,11328,11328,2,0,1,2.19999980929995,97000,0,2,1
33,232,0,0,2,0,2,1.69999980929995,87000,0,3,1
9,97,5028,5028,2,1,2,1.69999980929995,50500,0,2,1
42,215,6600,6600,2,1,1,3.89999961849997,115000,0,2,1
23,120,1944,1944,1,1,1,1.69999980929995,59500,0,3,1
14,110,10800,31200,1,0,1,2.39999961849997,175500,0,2,1
16,145,18000,39000,2,0,2,2.19999980929995,124000,0,3,1
5,70,6144,12486,3,0,1,2.39999961849997,93500,0,2,1
4,64,4920,5870,2,1,1,1.69999980929995,75500,0,2,1
25,75,480,480,1,1,2,3.09999942779998,137000,0,2,1
10,120,3720,3720,1,1,1,1.69999980929995,51500,0,3,1
10,56,2340,5840,2,1,2,2.89999961849997,80000,0,1,1
2,70,8400,23578,1,0,2,1,65000,0,3,1
28,117,7200,29200,1,1,1,2.19999980929995,92000,0,2,1
3,72,6036,6036,1,1,2,3.09999942779998,164500,0,2,1
14,72,6480,6480,2,1,1,1,54500,0,3,1
38,76,3420,3420,2,1,1,1.69999980929995,79500,0,3,1
59,156,1800,9978,1,1,2,3.09999942779998,112000,0,3,1
63,111,6924,6924,1,1,1,2.39999961849997,104000,0,3,1
8,120,4200,44200,1,0,1,2.39999961849997,132000,0,2,1
7,76,14244,14244,2,0,1,2.89999961849997,71500,0,2,1
8,120,6000,18500,2,0,2,2.89999961849997,121000,0,2,1
45,86,5100,5600,2,1,2,1.69999980929995,72500,0,2,1
58,86,684,684,2,1,1,1.69999980929995,54000,0,2,1
9,119,7428,41127,1,1,1,3.39999961849997,129000,0,2,1
61,144,4560,4560,2,1,1,1.69999980929995,84000,0,3,1
4,120,6600,36600,1,1,1,2.69999980929995,124500,0,2,1
10,160,5220,5220,2,1,1,3.19999980929995,110000,0,2,1
10,78,6024,6024,2,1,1,1,115500,0,3,1
28,110,6000,18524,2,1,1,1.69999980929995,95500,0,3,1
26,150,5400,19400,2,1,2,3.59999942779998,140000,0,2,1
4,80,5340,23820,2,1,1,2.19999980929995,60000,0,2,1
2,75,6300,31300,2,1,1,2.19999980929995,163500,0,2,1
0,75,6120,8620,1,1,2,2.19999980929995,131000,0,2,1
15,120,3912,18912,1,1,1,2.69999980929995,119500,0,2,1
2,66,14160,14160,2,1,2,1.69999980929995,67500,0,2,1
38,110,3720,7120,1,1,1,2.39999961849997,75000,0,2,1
44,240,11496,41496,1,1,1,2.39999961849997,115000,0,3,1
1,35,5400,5400,2,0,2,1,10500,1,2,1
25,105,20400,20400,1,0,1,1.69999980929995,77000,0,2,1
17,79,3240,3240,2,1,2,2.19999980929995,98000,0,2,1
42,45,4272,4272,1,1,2,1.69999980929995,47000,0,2,1
15,143,5304,19604,2,1,1,2.69999980929995,150000,0,2,1
2,60,18000,18000,1,0,2,2,72500,0,2,1
1,61,7200,7200,2,0,1,1,68000,0,2,1
6,118,5400,20400,2,0,1,2.69999980929995,133500,0,2,1
20,52,4368,6718,1,1,2,1,57500,0,2,1
3,95,13716,22069,1,1,1,2.69999980929995,98500,0,2,1
53,130,3600,3600,1,1,2,2.39999961849997,96500,0,3,1
10,130,6396,18396,2,1,1,3.19999980929995,109000,0,2,1
1,33,2220,2220,1,0,1,1,11500,1,2,1
4,51,4200,17880,1,0,2,1.69999980929995,111000,0,2,1
15,110,8364,8364,2,0,1,2.39999961849997,105000,0,3,1
24,54,9120,9120,2,0,1,1.69999980929995,89500,0,2,1
35,88,5616,6216,2,0,2,1.69999980929995,48500,0,2,1
19,99,2376,2376,1,0,2,2.39999961849997,144500,0,2,1
0,93,18672,18672,2,1,1,2.39999961849997,42000,1,2,1
50,55,720,720,2,1,1,1.69999980929995,47500,0,2,1
70,68,600,600,1,1,2,1.69999980929995,65000,0,2,1
47,80,0,0,2,1,2,1.69999980929995,60500,0,3,1
0,34,10800,10800,2,0,2,1,11000,1,2,1
71,84,5160,20160,2,1,1,1.69999980929995,85500,0,2,1
6,138,7800,62800,1,0,2,3.89999961849997,148500,0,2,1
18,120,7716,10441,1,0,2,2.69999980929995,310000,0,2,1
14,80,8004,38004,1,1,2,2.89999961849997,228500,0,2,1
10,126,7380,41180,2,1,2,1.69999980929995,171000,0,3,1
29,150,3960,3960,2,1,1,3.59999942779998,214500,0,2,1
10,100,3600,3600,1,1,2,3.09999942779998,172500,0,2,1
46,140,1404,1404,1,1,1,1.69999980929995,81000,0,3,1
71,82,6612,6612,1,1,2,1.69999980929995,47500,0,2,1
76,75,3348,3348,2,1,1,1.69999980929995,48500,0,2,1
2,35,3000,21500,3,1,1,1,52500,0,2,1
14,130,4200,9200,2,0,1,2.69999980929995,149500,0,2,1
4,100,5100,27100,1,0,2,2.19999980929995,127500,0,2,1
0,35,10800,10800,2,1,1,1.69999980929995,13000,1,2,1
4,45,3780,13280,2,0,2,1,38500,0,2,1
0,55,5976,5976,2,0,2,2.39999961849997,135500,0,2,1
46,53,4368,4368,1,0,2,1,24000,0,2,1
1,96,2352,32352,1,0,1,2.69999980929995,156000,0,2,1
1,40,3960,3960,2,0,2,1.5,77000,0,2,1
5,34,2244,2244,2,0,1,1.69999980929995,41500,0,2,1
15,100,8520,8520,2,0,1,3.79999923709998,189500,0,2,1
10,71,6600,6600,1,0,1,2.39999961849997,138000,0,2,1
0,33,12000,12000,2,0,2,1.69999980929995,37000,1,1,1
20,76,7380,7380,-9999,0,2,1.69999980929995,108000,0,2,1
13,80,12000,12000,2,0,2,2.69999980929995,113500,0,2,1
1,52,10200,10200,2,0,1,1.69999980929995,107000,0,2,1
1,47,9600,9600,1,0,2,1.69999980929995,79000,0,2,1
1,100,9600,14100,1,0,2,2.69999980929995,150000,0,2,1
12,49,5160,5160,2,0,1,2.69999980929995,101000,0,1,1
4,54,8544,16744,3,0,2,1,79000,0,2,1
4,82,13560,13560,2,0,1,3.19999980929995,104000,0,1,1
3,80,6960,18160,2,0,2,2.89999961849997,102000,0,2,1
1,67,12000,48000,1,0,2,1.69999980929995,107000,0,2,1
1,57,13920,13920,2,0,1,2.19999980929995,83500,0,2,1
1,100,7740,29740,1,0,1,2.69999980929995,144500,0,2,1
2,200,15000,15000,2,1,2,2.89999961849997,130000,0,3,1
0,130,28980,28980,1,0,2,2.39999961849997,108500,0,2,1
19,130,7800,33800,2,0,2,3.39999961849997,134500,0,2,1
2,56,10380,10380,1,0,2,1.69999980929995,85500,0,2,1
13,130,12600,60600,2,1,2,2.39999961849997,133000,0,3,1
42,82,7200,9000,2,1,2,1,34500,0,3,1
8,97,5400,19400,1,1,2,3.69999980929995,94000,0,1,1
10,107,4800,24300,2,1,2,2.19999980929995,121500,0,2,1
10,144,7080,36077,2,1,2,2.89999961849997,164000,0,2,1
8,104,4920,19820,2,1,2,2,59500,0,2,1
44,70,720,720,1,1,2,1.69999980929995,50000,0,2,1
8,100,3300,9300,1,0,1,3.59999942779998,110500,0,2,1
26,130,5340,5340,2,1,2,3.59999942779998,135000,0,2,1
17,110,5760,5760,2,1,1,3.39999961849997,166000,0,2,1
10,118,2652,13652,2,1,1,2.19999980929995,107500,0,2,1
3,105,2172,26172,2,1,2,3.19999980929995,132000,0,2,1
33,140,4740,8740,1,1,2,2.69999980929995,83500,0,2,1
25,78,8400,8400,2,1,1,1.69999980929995,86000,0,2,1
3,25,3600,3600,-9999,1,2,1,22000,1,1,1
9,100,3000,3000,1,1,1,1.69999980929995,89000,0,3,1
28,78,7200,7200,2,0,2,1.69999980929995,117000,0,2,1
4,102,8520,32520,1,0,1,2.89999961849997,144500,0,2,1
5,120,1200,25200,1,1,1,2.89999961849997,122500,0,2,1
40,100,3456,3456,2,1,2,1.69999980929995,78000,0,3,1
10,76,12720,12720,2,1,2,2.89999961849997,87500,0,2,1
15,62,12000,12000,1,1,2,3.09999942779998,148500,0,2,1
17,84,17460,17460,1,1,2,2.19999980929995,57000,0,2,1
11,68,7920,7920,1,0,1,2.39999961849997,123500,0,2,1
8,90,7920,10720,1,0,2,2.69999980929995,124000,0,2,1
11,112,4800,32000,2,0,1,3.19999980929995,169500,0,2,1
12,119,9000,16000,1,0,1,2.89999961849997,132500,0,2,1
0,30,7200,7200,3,0,1,1,96500,0,2,1
0,115,23400,42920,2,1,2,2.69999980929995,90500,0,2,1
22,54,12864,12864,1,1,2,1.69999980929995,63500,0,2,1
34,79,5700,23450,2,1,1,1.69999980929995,132000,0,2,1
0,25,5916,5916,2,1,2,1,36000,0,2,1
52,45,996,996,2,1,1,1,30500,0,2,1
1,68,10200,10200,2,1,1,2.19999980929995,90000,0,2,1
23,100,1800,26800,2,1,1,2.39999961849997,147000,0,2,1
13,66,7008,11008,2,0,2,2.19999980929995,86500,0,2,1
14,59,9960,9960,1,0,2,1,64000,0,2,1
0,117,5640,7490,2,0,2,1.5,54500,0,3,1
2,23,4320,4320,2,0,2,1,32000,0,2,1
6,70,4500,16500,2,0,1,1.69999980929995,106000,0,3,1
15,63,5640,15840,1,0,1,2.39999961849997,105000,0,2,1
3,60,10800,10800,2,0,2,2.39999961849997,97000,0,2,1
6,80,5964,19564,2,0,2,2.19999980929995,111000,0,2,1
6,70,8004,22004,2,0,1,1.69999980929995,125500,0,2,1
7,181,7200,7200,1,0,1,3.39999961849997,146500,0,2,1
32,110,4500,4500,2,0,1,1.69999980929995,43000,0,3,1
10,80,6204,9604,2,0,1,3.19999980929995,142000,0,1,1
3,32,2892,18892,2,0,1,1,51500,0,2,1
47,78,4140,16140,1,0,1,2.89999961849997,82500,0,2,1
3,135,10200,27200,1,0,1,2.69999980929995,173000,0,3,1
21,100,6000,24000,2,0,1,2.69999980929995,105500,0,2,1
35,87,4992,4992,2,0,2,2.39999961849997,160500,0,2,1
47,110,4284,4284,1,0,2,1.69999980929995,95500,0,3,1
23,90,4800,14400,1,0,1,2.69999980929995,107000,0,2,1
45,65,5856,5856,2,1,1,3.59999942779998,198000,0,2,1
39,54,3708,3708,2,1,1,3.89999961849997,87500,1,1,1
72,51,8796,8796,2,0,2,1,42500,0,2,1
22,86,5760,5760,1,0,1,2.19999980929995,132000,0,2,1
23,58,6000,6000,2,0,1,1.69999980929995,85000,0,2,1
1,67,8280,8280,1,0,2,1.69999980929995,55500,0,2,1
0,79,7632,45432,1,0,2,1.69999980929995,146500,0,3,1
4,120,9600,32600,1,0,1,2.69999980929995,162000,0,3,1
19,114,12000,26916,1,0,2,1.69999980929995,160000,0,3,1
13,74,6900,6900,-9999,0,2,1,38500,0,3,1
33,83,9888,10137,2,0,2,3.09999942779998,158000,0,2,1
1,76,16716,16716,1,0,2,2.69999980929995,82500,0,2,1
23,76,8880,8880,1,1,2,3.09999942779998,81000,0,2,1
12,126,6108,6108,2,1,1,2.69999980929995,117000,0,2,1
1,57,16500,16500,1,1,2,2.19999980929995,67500,0,2,1
7,59,5268,7572,2,1,2,2.69999980929995,110000,0,1,1
25,106,540,540,1,1,1,3.69999980929995,51500,1,1,1
15,200,5400,15400,1,1,2,2.89999961849997,119000,0,2,1
35,62,2148,2148,3,1,1,1,20500,1,2,1
2,83,5700,17810,1,1,1,2.19999980929995,93000,0,2,1
50,96,7200,7200,1,1,1,4.59999942779998,94000,1,1,1
65,104,2160,2160,2,1,1,2.39999961849997,80500,0,2,1
38,92,1800,1800,2,1,2,2.39999961849997,44000,1,3,1
53,40,0,0,1,1,2,1,26000,0,2,1
20,119,10800,23200,2,1,1,1.69999980929995,49000,0,3,1
0,50,15600,15600,-9999,1,2,1.69999980929995,60500,0,2,1
6,120,5136,5136,2,1,2,2.39999961849997,114000,0,2,1
4,90,2952,22872,2,0,2,2.69999980929995,110000,0,2,1
16,105,8220,8220,2,0,1,3.39999961849997,126500,0,2,1
5,80,7200,24700,1,0,1,1.69999980929995,99500,0,3,1
6,80,4800,17600,2,0,1,1.69999980929995,141000,0,3,1
0,50,11568,11568,2,0,2,1,27500,0,2,1
5,60,9600,27600,2,0,1,2.19999980929995,111500,0,2,1
6,120,8400,29110,3,0,2,2.69999980929995,115000,0,2,1
10,28,3504,17544,1,0,1,1,53000,0,2,1
19,90,3960,3960,2,0,2,4.29999923709998,115000,0,1,1
24,60,4680,4730,1,0,2,1,66500,0,3,1
40,98,648,648,2,1,2,1.69999980929995,28500,1,2,1
30,103,8868,22368,1,0,1,2.19999980929995,170500,0,2,1
25,55,5880,5880,1,0,2,1.69999980929995,53500,0,2,1
4,43,9312,9312,2,0,2,1,39500,0,2,1
2,111,6840,44840,2,0,1,2.69999980929995,89000,0,2,1
15,78,15588,15588,1,0,2,1.69999980929995,77000,0,2,1
13,130,7848,12848,1,0,2,2.89999961849997,128000,0,2,1
7,59,7968,10368,1,0,2,1,39500,0,2,1
5,79,5688,5688,2,0,2,1.69999980929995,66000,0,2,1
24,72,1680,1680,2,0,1,2.39999961849997,109500,0,2,1
60,90,1236,1236,2,1,2,1.69999980929995,62000,0,2,1
34,120,4200,4200,2,1,2,1.69999980929995,102500,0,2,1
78,105,1440,1440,2,1,1,3.09999942779998,76000,0,2,1
2,80,5040,5040,2,1,2,1,13500,1,2,1
10,36,8400,8400,2,0,2,1,26000,0,2,1
36,53,5136,5136,2,0,2,1.69999980929995,86500,0,2,1
16,69,14400,14400,2,0,2,1.69999980929995,84000,0,2,1
10,120,7320,11320,1,0,2,3.09999942779998,132000,0,2,1
30,53,4800,4800,1,1,2,1.69999980929995,75000,0,3,1
1,47,4320,4320,1,0,2,1,36000,0,2,1
15,100,13200,13200,1,0,1,2.89999961849997,168500,0,2,1
8,200,7860,20460,2,1,1,1.69999980929995,161000,0,2,1
37,70,0,0,1,1,2,1,26500,0,1,1
28,36,840,840,1,1,1,3.09999942779998,120500,0,1,1
1,34,8568,8568,1,0,1,1.69999980929995,26000,1,2,1
50,12,0,0,3,1,1,1.69999980929995,56000,0,1,1
39,60,3324,3324,1,1,1,1.69999980929995,73500,0,3,1
19,120,8040,8040,2,1,1,2.39999961849997,230000,0,3,1
40,65,3240,3240,2,1,2,1,30500,0,3,1
34,51,7512,9162,2,0,2,1.69999980929995,62500,0,2,1
1,126,4200,18200,2,1,1,1.69999980929995,94500,0,3,1
11,62,12360,12360,2,1,1,2.69999980929995,103000,0,1,1
0,83,6732,33932,2,0,2,2.19999980929995,122500,0,2,1
9,33,420,420,1,0,2,1,31500,0,2,1
11,109,7248,20248,1,0,2,2.69999980929995,117000,0,2,1
26,79,6252,6252,1,0,1,1.69999980929995,84500,0,3,1
7,61,4680,7180,2,0,2,1.69999980929995,102500,0,2,1
13,140,1452,41352,-9999,0,1,3.09999942779998,140000,0,2,1
4,75,7560,37560,1,0,2,1,92000,0,3,1
19,80,9804,30204,1,0,2,3.19999980929995,144500,0,2,1
6,58,15120,15120,2,0,2,2.69999980929995,109000,0,1,1
4,62,12468,12468,2,0,2,1.69999980929995,82000,0,2,1
0,43,3324,3324,2,0,2,1.69999980929995,45500,0,2,1
2,103,6000,36000,2,0,2,2.89999961849997,124000,0,2,1
22,100,6000,18000,2,0,2,3.09999942779998,121500,0,2,1
12,31,3084,3084,2,0,2,1,35500,0,2,1
10,119,5400,20400,2,0,2,2.69999980929995,111500,0,2,1
8,119,7200,74200,2,0,1,3.19999980929995,138500,0,2,1
2,58,9960,9960,1,1,2,1.69999980929995,102000,0,2,1
10,105,6000,32000,1,1,2,2.69999980929995,127000,0,2,1
29,105,3600,19900,2,1,2,2.69999980929995,123500,0,2,1
16,57,16800,16800,2,1,2,2.39999961849997,138000,0,2,1
35,117,7680,18680,2,0,1,1.69999980929995,105500,0,3,1
66,83,7800,7800,1,0,1,1.69999980929995,55500,0,2,1
63,40,7200,7200,1,0,1,1,52500,0,2,1
25,82,20400,20400,1,1,1,3.19999980929995,117500,0,1,1
14,96,15408,15408,2,1,2,2.69999980929995,110500,0,2,1
11,107,5592,13066,2,1,1,2.39999961849997,112000,0,2,1
0,55,14400,14400,1,0,1,1,11000,1,2,1
8,200,10800,80800,1,1,1,2.69999980929995,146500,0,2,1
10,100,6600,13020,2,1,1,2.69999980929995,114000,0,2,1
60,90,4440,4440,1,1,1,3.09999942779998,124000,0,2,1
7,130,6360,42360,2,1,1,3.19999980929995,123000,0,2,1
58,30,8460,8460,2,1,2,1,31000,0,2,1
3,65,13200,13200,1,1,1,2.19999980929995,120000,0,2,1
9,114,4200,15200,1,1,2,2.69999980929995,215500,0,2,1
18,30,19200,19200,2,1,1,3.39999961849997,131000,0,1,1
20,23,1140,1140,2,1,2,1,26500,0,2,1
31,35,2760,2760,2,1,2,1,30500,0,2,1
12,60,4320,4320,3,0,2,2.39999961849997,107000,0,2,1
9,100,21600,21600,1,0,1,3.39999961849997,93500,0,2,1
22,120,1200,1200,2,1,1,2.39999961849997,101500,0,2,1
17,68,6000,6000,2,1,1,1.69999980929995,107500,0,2,1
2,27,7800,7800,2,1,1,1.69999980929995,22500,1,1,1
17,120,1200,1200,2,1,2,4.39999961849998,238000,0,1,1
16,120,6600,19000,1,1,2,2.19999980929995,92500,0,3,1
0,24,4812,4812,3,1,1,1,43000,0,2,1
4,100,1248,1248,2,0,1,1,8500,1,3,1
12,16,2400,2400,1,1,1,1,23000,0,1,1
47,119,1968,47997,1,1,2,1.69999980929995,74000,0,3,1
10,185,6000,6000,2,1,1,3.09999942779998,310000,0,2,1
11,124,19680,19680,2,0,1,2.39999961849997,161500,0,3,1
23,108,5952,29952,2,0,2,2.19999980929995,173500,0,2,1
36,101,5400,21400,1,0,2,1.69999980929995,145500,0,3,1
9,29,4800,4800,3,0,1,1,39000,0,2,1
46,76,15840,15840,1,0,2,1.69999980929995,59500,0,2,1
8,75,18000,18000,1,0,1,2,69000,0,2,1
18,87,8808,8808,2,0,2,3.09999942779998,163500,0,2,1
0,80,3996,43996,1,0,2,1.69999980929995,111000,0,3,1
2,30,9960,9960,2,0,1,1,39000,0,2,1
4,100,7800,28800,2,0,1,3.09999942779998,164000,0,2,1
13,45,4800,4800,1,0,2,2.19999980929995,107000,0,1,1
0,70,3600,3600,1,0,2,1.69999980929995,85500,0,2,1
11,52,11520,11520,1,0,1,2.39999961849997,123500,0,2,1
6,110,6000,28000,2,0,2,2.19999980929995,158000,0,2,1
3,48,4080,39080,1,0,1,1.69999980929995,121500,0,2,1
14,246,15000,15000,2,0,2,3.39999961849997,126500,0,3,1
10,250,5400,5400,2,0,1,2.19999980929995,127000,0,3,1
3,20,4800,4800,3,0,1,1,28500,0,1,1
39,36,5784,16584,1,0,2,1.69999980929995,93000,0,2,1
5,34,2520,4520,2,0,1,1,39500,0,2,1
9,89,10800,26300,1,0,1,2.39999961849997,159000,0,2,1
2,58,14652,14652,1,0,2,2.19999980929995,95500,0,2,1
3,60,8220,28220,1,0,2,1.5,60000,0,2,1
10,119,6000,21000,1,0,2,2.89999961849997,130000,0,2,1
9,59,15600,15600,1,0,1,2.69999980929995,98500,0,1,1
8,120,6240,28240,1,0,1,2.69999980929995,83000,0,2,1
4,138,10440,38440,2,0,2,2.19999980929995,174500,0,3,1
24,75,8100,8100,2,0,2,2.39999961849997,132500,0,2,1
16,34,10320,10320,3,0,2,1,38000,0,2,1
1,70,15600,15600,2,0,1,2.19999980929995,67000,0,2,1
16,75,6516,23516,1,0,2,2.89999961849997,144000,0,2,1
16,120,10320,10320,2,0,1,2.89999961849997,77500,0,2,1
28,80,2064,2064,2,1,1,1.69999980929995,55000,0,3,1
45,100,6732,28332,1,0,2,2.19999980929995,81000,0,2,1
62,100,7500,7500,1,0,2,1.69999980929995,80000,0,2,1
10,89,6000,21000,1,0,1,2.89999961849997,103500,0,2,1
31,103,3996,14996,2,0,1,3.19999980929995,100000,0,2,1
18,91,4608,18928,2,0,2,2.89999961849997,83500,0,2,1
80,93,7968,7968,1,0,2,2.39999961849997,148500,0,2,1
12,52,4488,4488,2,0,2,1.69999980929995,76500,0,2,1
1,78,5640,5640,3,0,2,2.19999980929995,110500,0,2,1
0,65,4200,21700,2,0,2,2,87000,0,2,1
17,74,13140,13140,2,0,1,2.89999961849997,170000,0,2,1
1,56,13308,13308,1,0,2,1.69999980929995,59500,0,2,1
4,117,3600,35600,3,0,2,1.5,120000,0,3,1
0,35,0,0,3,0,2,1,31500,0,1,1
13,78,7488,7488,2,0,2,1.69999980929995,72500,0,2,1
13,76,7224,7224,1,0,1,1.69999980929995,82500,0,2,1
16,75,6912,6912,2,0,2,1.69999980929995,58000,0,2,1
10,70,10080,27432,3,0,2,2.89999961849997,150000,0,2,1
10,119,7200,25700,2,0,2,2.39999961849997,185500,0,2,1
5,58,5916,15916,3,0,2,1,34000,0,2,1
5,75,7560,37560,2,0,1,2.19999980929995,171000,0,2,1
0,87,16800,16800,1,1,2,2.19999980929995,107500,0,2,1
0,60,17280,17280,2,0,2,1.69999980929995,82500,0,2,1
6,65,9600,26600,2,0,1,1.69999980929995,109000,0,2,1
8,77,10560,15460,1,0,1,1.69999980929995,107000,0,2,1
23,30,6600,6600,1,0,1,1,35000,0,2,1
7,74,6600,28600,2,0,1,2.69999980929995,125000,0,2,1
2,35,4200,4200,2,0,2,1,43000,0,2,1
15,75,13200,13200,1,0,2,2.19999980929995,106500,0,2,1
22,114,12000,12000,2,0,1,2.39999961849997,162000,0,2,1
18,65,12600,12600,1,0,2,2.19999980929995,98500,0,2,1
22,51,5772,5772,2,0,2,1,37500,0,2,1
13,105,7596,22596,1,0,1,2.19999980929995,178000,0,2,1
32,63,11760,11760,1,0,2,2.19999980929995,94000,0,2,1
17,98,12240,20740,3,1,1,2.39999961849997,201500,0,2,1
1,75,19200,19200,2,1,1,2.19999980929995,78500,0,2,1
2,123,12780,26580,1,1,2,1.69999980929995,161500,0,3,1
27,106,18000,18000,2,1,1,2.39999961849997,104500,0,3,1
7,28,5940,5940,-9999,1,1,1,51000,0,1,1
